SAP_STORE_ID,STORE_NAME,BRAND,SUBBRAND,CLASS,SUBCLASS,STYLE_CODE,ITEM_ID,SIZE,FASHION,COLOR_DESCRIPTION,SEASON,GENDER,MRP,SOH,ON_HOLD,QUALITY,LOAD_RUN_DATE
8194,MG Road|BLR,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_S,S,CORE,BLUE,AW24,M,3200,8,0,Q1,2026-03-17
8194,MG Road|BLR,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_S,S,CORE,BLUE,AW24,M,3200,7,0,Q1,2026-03-24
8194,MG Road|BLR,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_S,S,CORE,NAVY,AW24,M,3200,3,0,Q1,2026-03-31
8194,MG Road|BLR,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_S,S,CORE,NAVY,AW24,M,3200,2,0,Q1,2026-04-07
8194,MG Road|BLR,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_M,M,CORE,WHITE,AW24,M,3200,13,0,Q1,2026-03-17
8194,MG Road|BLR,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_M,M,CORE,WHITE,AW24,M,3200,0,0,Q1,2026-03-24
8194,MG Road|BLR,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_M,M,CORE,BLUE,AW24,M,3200,6,0,Q1,2026-03-31
8194,MG Road|BLR,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_M,M,CORE,NAVY,AW24,M,3200,0,0,Q1,2026-04-07
8194,MG Road|BLR,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_L,L,CORE,NAVY,AW24,M,3200,6,0,Q1,2026-03-17
8194,MG Road|BLR,Arrow,Arrow,FORMAL SHIRTS,FORMAL SHIRTS_SUB,ARW1001,ARW1001_L,L,CORE,BLUE,AW24,M,3200,13,0,Q1,2026-03-24
